locusId	sysName	desc	comb
EKN05_007925	EKN05_007925	Mal regulon transcriptional regulator MalI	EKN05_007925 Mal regulon transcriptional regulator MalI
EKN05_007930	EKN05_007930	7-alpha-hydroxysteroid dehydrogenase	EKN05_007930 7-alpha-hydroxysteroid dehydrogenase
EKN05_007940	EKN05_007940	SDR family oxidoreductase	EKN05_007940 SDR family oxidoreductase
EKN05_007945	EKN05_007945	TetR/AcrR family transcriptional regulator	EKN05_007945 TetR/AcrR family transcriptional regulator
EKN05_007950	EKN05_007950	beta-glucuronidase	EKN05_007950 beta-glucuronidase
EKN05_007955	EKN05_007955	glucuronide transporter	EKN05_007955 glucuronide transporter
EKN05_007965	EKN05_007965	DUF945 domain-containing protein	EKN05_007965 DUF945 domain-containing protein
EKN05_007970	EKN05_007970	mannose-6-phosphate isomerase	EKN05_007970 mannose-6-phosphate isomerase
EKN05_007975	EKN05_007975	fumarate hydratase	EKN05_007975 fumarate hydratase
EKN05_007980	EKN05_007980	class II fumarate hydratase	EKN05_007980 class II fumarate hydratase
EKN05_007985	EKN05_007985	DNA replication terminus site-binding protein	EKN05_007985 DNA replication terminus site-binding protein
EKN05_007990	EKN05_007990	two-component system sensor histidine kinase RstB	EKN05_007990 two-component system sensor histidine kinase RstB
EKN05_007995	EKN05_007995	cation:dicarboxylase symporter family transporter	EKN05_007995 cation:dicarboxylase symporter family transporter
EKN05_008005	EKN05_008005	GlpM family protein	EKN05_008005 GlpM family protein
EKN05_008025	EKN05_008025	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	EKN05_008025 Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha
EKN05_008030	EKN05_008030	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	EKN05_008030 Re/Si-specific NAD(P)(+) transhydrogenase subunit beta
EKN05_008035	EKN05_008035	AI-2 transporter TqsA	EKN05_008035 AI-2 transporter TqsA
EKN05_008050	EKN05_008050	multidrug/spermidine efflux SMR transporter subunit MdtI	EKN05_008050 multidrug/spermidine efflux SMR transporter subunit MdtI
EKN05_008055	EKN05_008055	serine protease	EKN05_008055 serine protease
EKN05_008060	EKN05_008060	hypothetical protein	EKN05_008060 hypothetical protein
EKN05_008065	EKN05_008065	acid shock protein	EKN05_008065 acid shock protein
EKN05_008075	EKN05_008075	LysR family transcriptional regulator	EKN05_008075 LysR family transcriptional regulator
EKN05_008080	EKN05_008080	DNA-binding transcriptional repressor Mlc	EKN05_008080 DNA-binding transcriptional repressor Mlc
EKN05_008085	EKN05_008085	ATP-dependent dethiobiotin synthetase BioD	EKN05_008085 ATP-dependent dethiobiotin synthetase BioD
EKN05_008090	EKN05_008090	voltage-gated ClC-type chloride channel ClcB	EKN05_008090 voltage-gated ClC-type chloride channel ClcB
EKN05_008115	EKN05_008115	dimethyl sulfoxide reductase subunit A	EKN05_008115 dimethyl sulfoxide reductase subunit A
EKN05_008135	EKN05_008135	hypothetical protein	EKN05_008135 hypothetical protein
EKN05_008150	EKN05_008150	efflux MFS transporter YdeE	EKN05_008150 efflux MFS transporter YdeE
EKN05_008155	EKN05_008155	O-acetylserine/cysteine exporter	EKN05_008155 O-acetylserine/cysteine exporter
EKN05_008160	EKN05_008160	multiple antibiotic resistance protein MarB	EKN05_008160 multiple antibiotic resistance protein MarB
EKN05_008170	EKN05_008170	multiple antibiotic resistance transcriptional regulator MarR	EKN05_008170 multiple antibiotic resistance transcriptional regulator MarR
EKN05_008180	EKN05_008180	L-arabinose transporter	EKN05_008180 L-arabinose transporter
EKN05_008195	EKN05_008195	aldehyde dehydrogenase family protein	EKN05_008195 aldehyde dehydrogenase family protein
EKN05_008205	EKN05_008205	DUF4186 domain-containing protein	EKN05_008205 DUF4186 domain-containing protein
EKN05_008210	EKN05_008210	GGDEF domain-containing protein	EKN05_008210 GGDEF domain-containing protein
EKN05_008215	EKN05_008215	tagaturonate reductase	EKN05_008215 tagaturonate reductase
EKN05_008230	EKN05_008230	hypothetical protein	EKN05_008230 hypothetical protein
EKN05_008235	EKN05_008235	trans-aconitate 2-methyltransferase	EKN05_008235 trans-aconitate 2-methyltransferase
EKN05_008240	EKN05_008240	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase	EKN05_008240 (4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
EKN05_008245	EKN05_008245	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	EKN05_008245 3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
EKN05_008260	EKN05_008260	autoinducer 2 ABC transporter permease LsrD	EKN05_008260 autoinducer 2 ABC transporter permease LsrD
EKN05_008265	EKN05_008265	autoinducer 2 ABC transporter permease LsrC	EKN05_008265 autoinducer 2 ABC transporter permease LsrC
EKN05_008270	EKN05_008270	autoinducer 2 ABC transporter ATP-binding protein LsrA	EKN05_008270 autoinducer 2 ABC transporter ATP-binding protein LsrA
EKN05_008290	EKN05_008290	starvation-sensing protein RspA	EKN05_008290 starvation-sensing protein RspA
EKN05_008315	EKN05_008315	DUF1161 domain-containing protein	EKN05_008315 DUF1161 domain-containing protein
EKN05_008320	EKN05_008320	oxidoreductase	EKN05_008320 oxidoreductase
EKN05_008335	EKN05_008335	TIGR00156 family protein	EKN05_008335 TIGR00156 family protein
EKN05_008340	EKN05_008340	2-oxo-tetronate isomerase	EKN05_008340 2-oxo-tetronate isomerase
EKN05_008345	EKN05_008345	peptidyl-dipeptidase Dcp	EKN05_008345 peptidyl-dipeptidase Dcp
EKN05_008350	EKN05_008350	bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG	EKN05_008350 bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG
EKN05_008365	EKN05_008365	mannitol dehydrogenase family protein	EKN05_008365 mannitol dehydrogenase family protein
EKN05_008370	EKN05_008370	MFS transporter	EKN05_008370 MFS transporter
EKN05_008380	EKN05_008380	hypothetical protein	EKN05_008380 hypothetical protein
EKN05_008390	EKN05_008390	type II toxin-antitoxin system mRNA interferase RelE	EKN05_008390 type II toxin-antitoxin system mRNA interferase RelE
EKN05_008395	EKN05_008395	type I toxin-antitoxin system toxin HokD	EKN05_008395 type I toxin-antitoxin system toxin HokD
EKN05_008400	EKN05_008400	hypothetical protein	EKN05_008400 hypothetical protein
EKN05_008410	EKN05_008410	DUF968 domain-containing protein	EKN05_008410 DUF968 domain-containing protein
EKN05_008415	EKN05_008415	RusA family crossover junction endodeoxyribonuclease	EKN05_008415 RusA family crossover junction endodeoxyribonuclease
EKN05_008420	EKN05_008420	antitermination protein	EKN05_008420 antitermination protein
EKN05_008425	EKN05_008425	antitermination protein	EKN05_008425 antitermination protein
EKN05_008435	EKN05_008435	tRNA-Arg	EKN05_008435 tRNA-Arg
EKN05_008440	EKN05_008440	hypothetical protein	EKN05_008440 hypothetical protein
EKN05_008460	EKN05_008460	holin	EKN05_008460 holin
EKN05_008480	EKN05_008480	acid resistance putative oxidoreductase YdeP	EKN05_008480 acid resistance putative oxidoreductase YdeP
EKN05_008495	EKN05_008495	sulfatase	EKN05_008495 sulfatase
EKN05_008510	EKN05_008510	electron transfer flavoprotein	EKN05_008510 electron transfer flavoprotein
EKN05_008515	EKN05_008515	electron transfer flavoprotein subunit alpha	EKN05_008515 electron transfer flavoprotein subunit alpha
EKN05_008530	EKN05_008530	medium-chain fatty-acid--CoA ligase	EKN05_008530 medium-chain fatty-acid--CoA ligase
EKN05_008535	EKN05_008535	phosphoenolpyruvate synthase	EKN05_008535 phosphoenolpyruvate synthase
EKN05_008540	EKN05_008540	posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR	EKN05_008540 posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR
EKN05_008545	EKN05_008545	3-deoxy-7-phosphoheptulonate synthase AroH	EKN05_008545 3-deoxy-7-phosphoheptulonate synthase AroH
EKN05_008560	EKN05_008560	anti-FlhDC factor	EKN05_008560 anti-FlhDC factor
EKN05_008570	EKN05_008570	lipoprotein	EKN05_008570 lipoprotein
EKN05_008585	EKN05_008585	vitamin B12 ABC transporter permease BtuC	EKN05_008585 vitamin B12 ABC transporter permease BtuC
EKN05_008650	EKN05_008650	DUF481 domain-containing protein	EKN05_008650 DUF481 domain-containing protein
EKN05_008665	EKN05_008665	fructosamine kinase family protein	EKN05_008665 fructosamine kinase family protein
EKN05_008670	EKN05_008670	hypothetical protein	EKN05_008670 hypothetical protein
EKN05_008675	EKN05_008675	hexitol phosphatase HxpB	EKN05_008675 hexitol phosphatase HxpB
EKN05_008685	EKN05_008685	L-cystine transporter	EKN05_008685 L-cystine transporter
EKN05_008695	EKN05_008695	cell division activator CedA	EKN05_008695 cell division activator CedA
EKN05_008700	EKN05_008700	catalase HPII	EKN05_008700 catalase HPII
EKN05_008705	EKN05_008705	chitin disaccharide deacetylase	EKN05_008705 chitin disaccharide deacetylase
EKN05_008710	EKN05_008710	6-phospho-beta-glucosidase	EKN05_008710 6-phospho-beta-glucosidase
EKN05_008720	EKN05_008720	PTS N,N'-diacetylchitobiose transporter subunit IIA	EKN05_008720 PTS N,N'-diacetylchitobiose transporter subunit IIA
EKN05_008725	EKN05_008725	PTS N,N'-diacetylchitobiose transporter subunit IIC	EKN05_008725 PTS N,N'-diacetylchitobiose transporter subunit IIC
EKN05_008735	EKN05_008735	hypothetical protein	EKN05_008735 hypothetical protein
EKN05_008740	EKN05_008740	osmotically-inducible lipoprotein OsmE	EKN05_008740 osmotically-inducible lipoprotein OsmE
EKN05_008750	EKN05_008750	excinuclease Cho	EKN05_008750 excinuclease Cho
EKN05_008760	EKN05_008760	ATP-independent periplasmic protein-refolding chaperone	EKN05_008760 ATP-independent periplasmic protein-refolding chaperone
EKN05_008770	EKN05_008770	N-succinylarginine dihydrolase	EKN05_008770 N-succinylarginine dihydrolase
EKN05_008775	EKN05_008775	succinylglutamate-semialdehyde dehydrogenase	EKN05_008775 succinylglutamate-semialdehyde dehydrogenase
EKN05_008780	EKN05_008780	arginine N-succinyltransferase	EKN05_008780 arginine N-succinyltransferase
EKN05_008865	EKN05_008865	NADP-specific glutamate dehydrogenase	EKN05_008865 NADP-specific glutamate dehydrogenase
EKN05_008870	EKN05_008870	DUF1266 domain-containing protein	EKN05_008870 DUF1266 domain-containing protein
EKN05_008880	EKN05_008880	DUF1266 domain-containing protein	EKN05_008880 DUF1266 domain-containing protein
EKN05_008890	EKN05_008890	selenide, water dikinase SelD	EKN05_008890 selenide, water dikinase SelD
EKN05_008900	EKN05_008900	signal peptide peptidase SppA	EKN05_008900 signal peptide peptidase SppA
EKN05_008905	EKN05_008905	L-asparaginase 1	EKN05_008905 L-asparaginase 1
EKN05_008925	EKN05_008925	MFS transporter	EKN05_008925 MFS transporter
EKN05_008940	EKN05_008940	sugar kinase	EKN05_008940 sugar kinase
EKN05_008945	EKN05_008945	ketose-bisphosphate aldolase	EKN05_008945 ketose-bisphosphate aldolase
EKN05_009030	EKN05_009030	Slp family lipoprotein YeaY	EKN05_009030 Slp family lipoprotein YeaY
EKN05_009040	EKN05_009040	ATP-dependent DNA helicase	EKN05_009040 ATP-dependent DNA helicase
EKN05_009045	EKN05_009045	RidA family protein	EKN05_009045 RidA family protein
EKN05_009050	EKN05_009050	DUF1889 family protein	EKN05_009050 DUF1889 family protein
EKN05_009060	EKN05_009060	aminodeoxychorismate synthase component 1	EKN05_009060 aminodeoxychorismate synthase component 1
EKN05_009065	EKN05_009065	CoA pyrophosphatase	EKN05_009065 CoA pyrophosphatase
EKN05_009070	EKN05_009070	L-serine ammonia-lyase	EKN05_009070 L-serine ammonia-lyase
EKN05_009075	EKN05_009075	cyclic diguanylate phosphodiesterase	EKN05_009075 cyclic diguanylate phosphodiesterase
EKN05_009080	EKN05_009080	TerC family protein	EKN05_009080 TerC family protein
EKN05_009085	EKN05_009085	PTS mannose transporter subunit IIAB	EKN05_009085 PTS mannose transporter subunit IIAB
EKN05_009090	EKN05_009090	PTS mannose/fructose/sorbose transporter subunit IIC	EKN05_009090 PTS mannose/fructose/sorbose transporter subunit IIC
EKN05_009095	EKN05_009095	PTS mannose transporter subunit IID	EKN05_009095 PTS mannose transporter subunit IID
EKN05_009110	EKN05_009110	manganese efflux pump MntP	EKN05_009110 manganese efflux pump MntP
EKN05_009115	EKN05_009115	23S rRNA (guanine(745)-N(1))-methyltransferase	EKN05_009115 23S rRNA (guanine(745)-N(1))-methyltransferase
EKN05_009145	EKN05_009145	DNA-binding transcriptional regulator KdgR	EKN05_009145 DNA-binding transcriptional regulator KdgR
EKN05_009150	EKN05_009150	MFS transporter	EKN05_009150 MFS transporter
EKN05_009160	EKN05_009160	carboxy terminal-processing peptidase	EKN05_009160 carboxy terminal-processing peptidase
EKN05_009170	EKN05_009170	GAF domain-containing protein	EKN05_009170 GAF domain-containing protein
EKN05_009175	EKN05_009175	paraquat-inducible protein A	EKN05_009175 paraquat-inducible protein A
EKN05_009180	EKN05_009180	PqiB family protein	EKN05_009180 PqiB family protein
EKN05_009185	EKN05_009185	16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF	EKN05_009185 16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF
EKN05_009190	EKN05_009190	DUF1480 family protein	EKN05_009190 DUF1480 family protein
EKN05_009210	EKN05_009210	serine/threonine protein phosphatase	EKN05_009210 serine/threonine protein phosphatase
EKN05_009220	EKN05_009220	T3SS effector E3 ubiquitin-protein ligase IpaH3	EKN05_009220 T3SS effector E3 ubiquitin-protein ligase IpaH3
EKN05_009235	EKN05_009235	hypothetical protein	EKN05_009235 hypothetical protein
EKN05_009260	EKN05_009260	site-specific integrase	EKN05_009260 site-specific integrase
EKN05_009265	EKN05_009265	iron/manganese ABC transporter substrate-binding protein SitA	EKN05_009265 iron/manganese ABC transporter substrate-binding protein SitA
EKN05_009270	EKN05_009270	iron/manganese ABC transporter ATP-binding protein SitB	EKN05_009270 iron/manganese ABC transporter ATP-binding protein SitB
EKN05_009275	EKN05_009275	iron/manganese ABC transporter permease subunit SitC	EKN05_009275 iron/manganese ABC transporter permease subunit SitC
EKN05_009280	EKN05_009280	iron/manganese ABC transporter permease subunit SitD	EKN05_009280 iron/manganese ABC transporter permease subunit SitD
EKN05_009295	EKN05_009295	tail fiber assembly protein	EKN05_009295 tail fiber assembly protein
EKN05_009305	EKN05_009305	hypothetical protein	EKN05_009305 hypothetical protein
EKN05_009325	EKN05_009325	site-specific integrase	EKN05_009325 site-specific integrase
EKN05_009355	EKN05_009355	ORF6N domain-containing protein	EKN05_009355 ORF6N domain-containing protein
EKN05_009370	EKN05_009370	DUF1133 family protein	EKN05_009370 DUF1133 family protein
EKN05_009380	EKN05_009380	DUF1367 family protein	EKN05_009380 DUF1367 family protein
EKN05_009390	EKN05_009390	hypothetical protein	EKN05_009390 hypothetical protein
EKN05_009405	EKN05_009405	hypothetical protein	EKN05_009405 hypothetical protein
EKN05_009455	EKN05_009455	DUF1376 domain-containing protein	EKN05_009455 DUF1376 domain-containing protein
EKN05_009465	EKN05_009465	LysR family transcriptional regulator	EKN05_009465 LysR family transcriptional regulator
EKN05_009470	EKN05_009470	alpha/beta hydrolase	EKN05_009470 alpha/beta hydrolase
EKN05_009475	EKN05_009475	alpha/beta hydrolase	EKN05_009475 alpha/beta hydrolase
EKN05_009490	EKN05_009490	SDR family oxidoreductase	EKN05_009490 SDR family oxidoreductase
EKN05_009500	EKN05_009500	L-Ala-D/L-Glu epimerase	EKN05_009500 L-Ala-D/L-Glu epimerase
EKN05_009510	EKN05_009510	TyrR family transcriptional regulator	EKN05_009510 TyrR family transcriptional regulator
EKN05_009515	EKN05_009515	TIGR01620 family protein	EKN05_009515 TIGR01620 family protein
EKN05_009520	EKN05_009520	YcjX family protein	EKN05_009520 YcjX family protein
EKN05_009530	EKN05_009530	monomeric porin OmpG	EKN05_009530 monomeric porin OmpG
EKN05_009540	EKN05_009540	beta-phosphoglucomutase	EKN05_009540 beta-phosphoglucomutase
EKN05_009545	EKN05_009545	kojibiose phosphorylase	EKN05_009545 kojibiose phosphorylase
EKN05_009550	EKN05_009550	Gfo/Idh/MocA family oxidoreductase	EKN05_009550 Gfo/Idh/MocA family oxidoreductase
EKN05_009560	EKN05_009560	zinc-binding alcohol dehydrogenase	EKN05_009560 zinc-binding alcohol dehydrogenase
EKN05_009565	EKN05_009565	carbohydrate ABC transporter permease	EKN05_009565 carbohydrate ABC transporter permease
EKN05_009615	EKN05_009615	phage shock protein PspA	EKN05_009615 phage shock protein PspA
EKN05_009625	EKN05_009625	4-aminobutyrate transaminase	EKN05_009625 4-aminobutyrate transaminase
EKN05_009630	EKN05_009630	FAD-binding oxidoreductase	EKN05_009630 FAD-binding oxidoreductase
EKN05_009640	EKN05_009640	HTH-type transcriptional regulator PuuR	EKN05_009640 HTH-type transcriptional regulator PuuR
EKN05_009645	EKN05_009645	gamma-glutamyl-gamma-aminobutyrate hydrolase	EKN05_009645 gamma-glutamyl-gamma-aminobutyrate hydrolase
EKN05_009650	EKN05_009650	glutamine synthetase	EKN05_009650 glutamine synthetase
EKN05_009655	EKN05_009655	hypothetical protein	EKN05_009655 hypothetical protein
EKN05_009705	EKN05_009705	CMD domain-containing protein	EKN05_009705 CMD domain-containing protein
EKN05_009710	EKN05_009710	exoribonuclease II	EKN05_009710 exoribonuclease II
EKN05_009725	EKN05_009725	hypothetical protein	EKN05_009725 hypothetical protein
EKN05_009730	EKN05_009730	DeoR/GlpR transcriptional regulator	EKN05_009730 DeoR/GlpR transcriptional regulator
EKN05_009750	EKN05_009750	lipopolysaccharide assembly protein LapB	EKN05_009750 lipopolysaccharide assembly protein LapB
EKN05_009760	EKN05_009760	phosphatidylglycerophosphatase B	EKN05_009760 phosphatidylglycerophosphatase B
EKN05_009770	EKN05_009770	aconitate hydratase AcnA	EKN05_009770 aconitate hydratase AcnA
EKN05_009815	EKN05_009815	YciK family oxidoreductase	EKN05_009815 YciK family oxidoreductase
EKN05_009820	EKN05_009820	cob(I)yrinic acid a,c-diamide adenosyltransferase	EKN05_009820 cob(I)yrinic acid a,c-diamide adenosyltransferase
EKN05_009845	EKN05_009845	anthranilate synthase component I	EKN05_009845 anthranilate synthase component I
EKN05_009850	EKN05_009850	bifunctional anthranilate synthase glutamate amidotransferase component TrpG/anthranilate phosphoribosyltransferase TrpD	EKN05_009850 bifunctional anthranilate synthase glutamate amidotransferase component TrpG/anthranilate phosphoribosyltransferase TrpD
EKN05_009855	EKN05_009855	bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF	EKN05_009855 bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF
EKN05_009860	EKN05_009860	tryptophan synthase subunit beta	EKN05_009860 tryptophan synthase subunit beta
EKN05_009865	EKN05_009865	tryptophan synthase subunit alpha	EKN05_009865 tryptophan synthase subunit alpha
EKN05_009875	EKN05_009875	ferritin-like domain-containing protein	EKN05_009875 ferritin-like domain-containing protein
EKN05_009885	EKN05_009885	outer membrane protein OmpW	EKN05_009885 outer membrane protein OmpW
EKN05_009900	EKN05_009900	septation protein A	EKN05_009900 septation protein A
EKN05_009905	EKN05_009905	acyl-CoA thioester hydrolase YciA	EKN05_009905 acyl-CoA thioester hydrolase YciA
EKN05_009915	EKN05_009915	YciI family protein	EKN05_009915 YciI family protein
EKN05_009935	EKN05_009935	cardiolipin synthase	EKN05_009935 cardiolipin synthase
EKN05_009945	EKN05_009945	murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF	EKN05_009945 murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF
EKN05_009950	EKN05_009950	murein tripeptide/oligopeptide ABC transporter ATP binding protein OppD	EKN05_009950 murein tripeptide/oligopeptide ABC transporter ATP binding protein OppD
EKN05_009960	EKN05_009960	oligopeptide ABC transporter permease OppB	EKN05_009960 oligopeptide ABC transporter permease OppB
EKN05_009965	EKN05_009965	oligopeptide ABC transporter substrate-binding protein OppA	EKN05_009965 oligopeptide ABC transporter substrate-binding protein OppA
EKN05_009975	EKN05_009975	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	EKN05_009975 bifunctional acetaldehyde-CoA/alcohol dehydrogenase
EKN05_009985	EKN05_009985	thymidine kinase	EKN05_009985 thymidine kinase
EKN05_010000	EKN05_010000	two-component system response regulator RssB	EKN05_010000 two-component system response regulator RssB
EKN05_010005	EKN05_010005	patatin-like phospholipase RssA	EKN05_010005 patatin-like phospholipase RssA
EKN05_010010	EKN05_010010	YchJ family protein	EKN05_010010 YchJ family protein
EKN05_010020	EKN05_010020	tRNA-Tyr	EKN05_010020 tRNA-Tyr
EKN05_010035	EKN05_010035	nitrate reductase molybdenum cofactor assembly chaperone	EKN05_010035 nitrate reductase molybdenum cofactor assembly chaperone
EKN05_010040	EKN05_010040	nitrate reductase subunit beta	EKN05_010040 nitrate reductase subunit beta
EKN05_010045	EKN05_010045	nitrate reductase subunit alpha	EKN05_010045 nitrate reductase subunit alpha
EKN05_010050	EKN05_010050	nitrate transporter NarK	EKN05_010050 nitrate transporter NarK
EKN05_010055	EKN05_010055	nitrate/nitrite two-component system sensor histidine kinase NarX	EKN05_010055 nitrate/nitrite two-component system sensor histidine kinase NarX
EKN05_010060	EKN05_010060	two-component system response regulator NarL	EKN05_010060 two-component system response regulator NarL
EKN05_010075	EKN05_010075	gamma-glutamylcyclotransferase	EKN05_010075 gamma-glutamylcyclotransferase
EKN05_010085	EKN05_010085	sodium-potassium/proton antiporter ChaA	EKN05_010085 sodium-potassium/proton antiporter ChaA
EKN05_010115	EKN05_010115	SirB family protein	EKN05_010115 SirB family protein
EKN05_010150	EKN05_010150	C4-dicarboxylic acid transporter DauA	EKN05_010150 C4-dicarboxylic acid transporter DauA
EKN05_010170	EKN05_010170	autotransporter outer membrane beta-barrel domain-containing protein	EKN05_010170 autotransporter outer membrane beta-barrel domain-containing protein
EKN05_010175	EKN05_010175	PTS-dependent dihydroxyacetone kinase operon transcriptional regulator DhaR	EKN05_010175 PTS-dependent dihydroxyacetone kinase operon transcriptional regulator DhaR
EKN05_010180	EKN05_010180	dihydroxyacetone kinase subunit DhaK	EKN05_010180 dihydroxyacetone kinase subunit DhaK
EKN05_010190	EKN05_010190	dihydroxyacetone kinase subunit DhaM	EKN05_010190 dihydroxyacetone kinase subunit DhaM
EKN05_010195	EKN05_010195	alpha,alpha-trehalase	EKN05_010195 alpha,alpha-trehalase
EKN05_010200	EKN05_010200	hypothetical protein	EKN05_010200 hypothetical protein
EKN05_010210	EKN05_010210	iron ABC transporter permease	EKN05_010210 iron ABC transporter permease
EKN05_010215	EKN05_010215	ABC transporter ATP-binding protein	EKN05_010215 ABC transporter ATP-binding protein
EKN05_010220	EKN05_010220	methyltransferase domain-containing protein	EKN05_010220 methyltransferase domain-containing protein
EKN05_010235	EKN05_010235	TonB-dependent receptor	EKN05_010235 TonB-dependent receptor
EKN05_010265	EKN05_010265	invasion protein	EKN05_010265 invasion protein
EKN05_010280	EKN05_010280	D-amino acid dehydrogenase	EKN05_010280 D-amino acid dehydrogenase
EKN05_011610	EKN05_011610	fimbrial chaperone	EKN05_011610 fimbrial chaperone
EKN05_011615	EKN05_011615	type 1 fimbrial protein	EKN05_011615 type 1 fimbrial protein
EKN05_011620	EKN05_011620	fimbrial protein	EKN05_011620 fimbrial protein
EKN05_011625	EKN05_011625	fimbrial protein	EKN05_011625 fimbrial protein
EKN05_011630	EKN05_011630	fimbrial biogenesis outer membrane usher protein	EKN05_011630 fimbrial biogenesis outer membrane usher protein
EKN05_011635	EKN05_011635	molecular chaperone	EKN05_011635 molecular chaperone
EKN05_011640	EKN05_011640	fimbrial protein	EKN05_011640 fimbrial protein
EKN05_011660	EKN05_011660	NADPH-dependent FMN reductase	EKN05_011660 NADPH-dependent FMN reductase
EKN05_011665	EKN05_011665	sulfonate ABC transporter substrate-binding protein	EKN05_011665 sulfonate ABC transporter substrate-binding protein
EKN05_011670	EKN05_011670	FMNH2-dependent alkanesulfonate monooxygenase	EKN05_011670 FMNH2-dependent alkanesulfonate monooxygenase
EKN05_011685	EKN05_011685	aliphatic sulfonate ABC transporter permease SsuC	EKN05_011685 aliphatic sulfonate ABC transporter permease SsuC
EKN05_011695	EKN05_011695	aminopeptidase N	EKN05_011695 aminopeptidase N
EKN05_011715	EKN05_011715	aspartate/tyrosine/aromatic aminotransferase	EKN05_011715 aspartate/tyrosine/aromatic aminotransferase
EKN05_011725	EKN05_011725	DUF882 domain-containing protein	EKN05_011725 DUF882 domain-containing protein
EKN05_011765	EKN05_011765	hypothetical protein	EKN05_011765 hypothetical protein
EKN05_011780	EKN05_011780	winged helix-turn-helix domain-containing protein	EKN05_011780 winged helix-turn-helix domain-containing protein
EKN05_011795	EKN05_011795	ComEC family protein	EKN05_011795 ComEC family protein
EKN05_011815	EKN05_011815	metalloprotease	EKN05_011815 metalloprotease
EKN05_011825	EKN05_011825	3-phosphoshikimate 1-carboxyvinyltransferase	EKN05_011825 3-phosphoshikimate 1-carboxyvinyltransferase
EKN05_011835	EKN05_011835	DUF421 domain-containing protein	EKN05_011835 DUF421 domain-containing protein
EKN05_011840	EKN05_011840	30S ribosomal protein S12 methylthiotransferase accessory protein YcaO	EKN05_011840 30S ribosomal protein S12 methylthiotransferase accessory protein YcaO
EKN05_011845	EKN05_011845	formate transporter FocA	EKN05_011845 formate transporter FocA
EKN05_011850	EKN05_011850	formate C-acetyltransferase	EKN05_011850 formate C-acetyltransferase
EKN05_011870	EKN05_011870	hypothetical protein	EKN05_011870 hypothetical protein
EKN05_011875	EKN05_011875	LysR family transcriptional regulator	EKN05_011875 LysR family transcriptional regulator
EKN05_011885	EKN05_011885	LysR family transcriptional regulator	EKN05_011885 LysR family transcriptional regulator
EKN05_011920	EKN05_011920	amino acid permease	EKN05_011920 amino acid permease
EKN05_011925	EKN05_011925	MFS transporter	EKN05_011925 MFS transporter
EKN05_011930	EKN05_011930	hydrolase	EKN05_011930 hydrolase
EKN05_011935	EKN05_011935	dimethyl sulfoxide reductase anchor subunit	EKN05_011935 dimethyl sulfoxide reductase anchor subunit
EKN05_011940	EKN05_011940	dimethylsulfoxide reductase subunit B	EKN05_011940 dimethylsulfoxide reductase subunit B
EKN05_011945	EKN05_011945	dimethylsulfoxide reductase subunit A	EKN05_011945 dimethylsulfoxide reductase subunit A
EKN05_011955	EKN05_011955	replication-associated recombination protein A	EKN05_011955 replication-associated recombination protein A
EKN05_011970	EKN05_011970	leucine-responsive transcriptional regulator Lrp	EKN05_011970 leucine-responsive transcriptional regulator Lrp
EKN05_011990	EKN05_011990	leucyl/phenylalanyl-tRNA--protein transferase	EKN05_011990 leucyl/phenylalanyl-tRNA--protein transferase
EKN05_012010	EKN05_012010	ATP-dependent Clp protease ATP-binding subunit ClpA	EKN05_012010 ATP-dependent Clp protease ATP-binding subunit ClpA
EKN05_012015	EKN05_012015	ATP-dependent Clp protease adapter ClpS	EKN05_012015 ATP-dependent Clp protease adapter ClpS
EKN05_012020	EKN05_012020	cold shock-like protein CspD	EKN05_012020 cold shock-like protein CspD
EKN05_012025	EKN05_012025	macrolide ABC transporter ATP-binding protein/permease MacB	EKN05_012025 macrolide ABC transporter ATP-binding protein/permease MacB
EKN05_012035	EKN05_012035	DUF535 domain-containing protein	EKN05_012035 DUF535 domain-containing protein
EKN05_012040	EKN05_012040	ATP-dependent endonuclease	EKN05_012040 ATP-dependent endonuclease
EKN05_012050	EKN05_012050	aquaporin Z	EKN05_012050 aquaporin Z
EKN05_012055	EKN05_012055	aquaporin	EKN05_012055 aquaporin
EKN05_012060	EKN05_012060	L-lysine exporter LysO	EKN05_012060 L-lysine exporter LysO
